ID,Prix,Quantite,Remise,CA_Brut,CA_Net,TVA
1476,7.94,27,10,214.38000000000002,192.94200000000004,38.58840000000001
1477,177.6,25,20,4440.0,3552.0,710.4000000000001
1478,430.67,6,30,2584.02,1808.8139999999999,361.76279999999997
1479,382.15,26,0,9935.9,9935.9,1987.18
1480,376.5,9,15,3388.5,2880.225,576.045
1481,289.15,16,30,4626.4,3238.4799999999996,647.6959999999999
1482,288.25,38,10,10953.5,9858.15,1971.63
1483,201.72,16,10,3227.52,2904.768,580.9536
1484,164.0,37,0,6068.0,6068.0,1213.6000000000001
1485,227.34,20,15,4546.8,3864.78,772.9560000000001
1486,40.17,41,20,1646.97,1317.576,263.5152
1487,173.34,5,0,866.7,866.7,173.34000000000003
1488,456.07,22,5,10033.539999999999,9531.863,1906.3726
1489,128.42,9,20,1155.78,924.624,184.9248
1490,320.52,35,15,11218.199999999999,9535.47,1907.094
1491,268.75,29,0,7793.75,7793.75,1558.75
1492,385.5,22,10,8481.0,7632.900000000001,1526.5800000000002
1493,414.63,19,10,7877.97,7090.173000000001,1418.0346000000002
1494,67.99,41,5,2787.5899999999997,2648.2104999999997,529.6420999999999
1495,427.92,40,5,17116.8,16260.96,3252.192
1496,440.8,20,20,8816.0,7052.8,1410.5600000000002
1497,433.06,27,20,11692.62,9354.096000000001,1870.8192000000004
1498,427.68,49,30,20956.32,14669.423999999999,2933.8848
1499,350.65,26,5,9116.9,8661.054999999998,1732.2109999999998
1500,328.74,45,30,14793.300000000001,10355.31,2071.062
1501,239.63,42,0,10064.46,10064.46,2012.8919999999998
1502,156.53,26,20,4069.78,3255.8240000000005,651.1648000000001
1503,284.23,9,0,2558.07,2558.07,511.61400000000003
1504,276.6,7,5,1936.2000000000003,1839.39,367.87800000000004
1505,35.61,27,10,961.47,865.3230000000001,173.06460000000004
1506,380.01,38,20,14440.38,11552.304,2310.4608000000003
1507,183.07,50,30,9153.5,6407.45,1281.49
1508,252.24,37,10,9332.880000000001,8399.592,1679.9184000000002
1509,84.51,1,15,84.51,71.8335,14.366700000000002
1510,149.79,27,15,4044.33,3437.6805,687.5361
1511,290.35,34,5,9871.900000000001,9378.305,1875.661
1512,119.24,34,15,4054.16,3446.0359999999996,689.2072
1513,353.86,29,15,10261.94,8722.649,1744.5298
1514,462.09,17,5,7855.53,7462.7535,1492.5507
1515,169.5,30,10,5085.0,4576.5,915.3000000000001
1516,324.32,12,20,3891.84,3113.472,622.6944000000001
1517,335.47,29,20,9728.630000000001,7782.904000000001,1556.5808000000004
1518,182.82,15,5,2742.2999999999997,2605.1849999999995,521.0369999999999
1519,457.43,3,0,1372.29,1372.29,274.458
1520,492.18,8,5,3937.44,3740.5679999999998,748.1136
1521,335.22,17,30,5698.740000000001,3989.1180000000004,797.8236000000002
1522,23.46,19,15,445.74,378.879,75.7758
1523,356.03,34,30,12105.019999999999,8473.514,1694.7028
1524,298.22,38,5,11332.36,10765.742,2153.1484
1525,365.93,49,15,17930.57,15240.984499999999,3048.1969
1526,192.59,18,30,3466.62,2426.6339999999996,485.32679999999993
1527,441.73,13,10,5742.49,5168.241,1033.6482
1528,357.04,41,5,14638.640000000001,13906.708,2781.3416
1529,338.11,11,10,3719.21,3347.289,669.4578000000001
1530,132.83,2,0,265.66,265.66,53.132000000000005
1531,349.38,39,0,13625.82,13625.82,2725.164
1532,93.83,36,5,3377.88,3208.986,641.7972
1533,373.25,21,15,7838.25,6662.5125,1332.5025
1534,355.03,2,20,710.06,568.048,113.6096
1535,242.13,35,30,8474.55,5932.1849999999995,1186.437
1536,150.38,12,15,1804.56,1533.876,306.7752
1537,34.09,46,10,1568.14,1411.326,282.2652
1538,313.04,25,30,7826.000000000001,5478.200000000001,1095.64
1539,9.53,2,0,19.06,19.06,3.812
1540,371.25,32,10,11880.0,10692.0,2138.4
1541,240.57,19,0,4570.83,4570.83,914.166
1542,187.64,27,20,5066.28,4053.024,810.6048000000001
1543,168.79,17,30,2869.43,2008.6009999999997,401.7202
1544,159.96,15,30,2399.4,1679.58,335.916
1545,182.66,47,5,8585.02,8155.769,1631.1538
1546,101.03,36,10,3637.08,3273.372,654.6744
1547,267.6,50,10,13380.000000000002,12042.000000000002,2408.4000000000005
1548,272.59,48,5,13084.32,12430.104,2486.0208000000002
1549,149.71,8,20,1197.68,958.1440000000001,191.62880000000004
1550,340.79,41,10,13972.390000000001,12575.151000000002,2515.0302000000006
1551,471.79,23,20,10851.17,8680.936,1736.1872
1552,486.96,29,10,14121.84,12709.656,2541.9312000000004
1553,394.69,22,10,8683.18,7814.862,1562.9724
1554,34.03,49,0,1667.47,1667.47,333.494
1555,406.08,5,30,2030.3999999999999,1421.2799999999997,284.256
1556,197.48,20,0,3949.6,3949.6,789.9200000000001
1557,175.36,29,10,5085.4400000000005,4576.896000000001,915.3792000000002
1558,409.82,45,15,18441.9,15675.615000000002,3135.1230000000005
1559,346.82,49,20,16994.18,13595.344000000001,2719.0688000000005
1560,106.88,37,15,3954.56,3361.3759999999997,672.2752
1561,237.87,8,10,1902.96,1712.664,342.5328
1562,353.72,7,30,2476.04,1733.2279999999998,346.6456
1563,450.65,17,10,7661.049999999999,6894.945,1378.989
1564,197.81,38,30,7516.78,5261.745999999999,1052.3491999999999
1565,440.98,34,0,14993.32,14993.32,2998.664
1566,239.91,5,0,1199.55,1199.55,239.91
1567,371.56,17,30,6316.52,4421.564,884.3128000000002
1568,272.42,31,30,8445.02,5911.514,1182.3028000000002
1569,280.54,11,5,3085.94,2931.643,586.3286
1570,186.07,14,5,2604.98,2474.7309999999998,494.9462
1571,274.86,48,5,13193.28,12533.616,2506.7232000000004
1572,313.11,39,20,12211.29,9769.032000000001,1953.8064000000004
1573,454.0,11,10,4994.0,4494.6,898.9200000000001
1574,485.09,22,5,10671.98,10138.381,2027.6761999999999
1575,148.38,28,30,4154.639999999999,2908.2479999999996,581.6496
1576,348.15,22,30,7659.299999999999,5361.509999999999,1072.302
1577,259.45,6,30,1556.6999999999998,1089.6899999999998,217.938
1578,86.04,18,15,1548.72,1316.412,263.2824
1579,140.79,36,20,5068.44,4054.752,810.9504000000001
1580,164.26,43,10,7063.179999999999,6356.861999999999,1271.3724
1581,302.62,32,30,9683.84,6778.688,1355.7376000000002
1582,155.46,3,5,466.38,443.061,88.6122
1583,425.55,33,30,14043.15,9830.205,1966.0410000000002
1584,362.22,3,15,1086.66,923.6610000000001,184.73220000000003
1585,367.46,41,30,15065.859999999999,10546.101999999999,2109.2203999999997
1586,125.35,46,5,5766.099999999999,5477.794999999999,1095.559
1587,438.09,25,0,10952.25,10952.25,2190.4500000000003
1588,477.73,29,30,13854.17,9697.919,1939.5838
1589,212.19,30,0,6365.7,6365.7,1273.14
1590,28.71,11,5,315.81,300.0195,60.0039
1591,384.04,36,0,13825.44,13825.44,2765.088
1592,318.3,48,10,15278.400000000001,13750.560000000001,2750.1120000000005
1593,272.2,13,15,3538.6,3007.81,601.562
1594,64.53,18,30,1161.54,813.078,162.6156
1595,208.3,25,15,5207.5,4426.375,885.2750000000001
1596,400.71,3,10,1202.1299999999999,1081.917,216.3834
1597,222.23,14,0,3111.22,3111.22,622.244
1598,37.29,21,30,783.09,548.163,109.63260000000001
1599,142.59,27,10,3849.9300000000003,3464.9370000000004,692.9874000000001
1600,444.73,25,0,11118.25,11118.25,2223.65
1601,432.16,26,30,11236.16,7865.311999999999,1573.0623999999998
1602,127.62,47,0,5998.14,5998.14,1199.6280000000002
1603,386.9,22,0,8511.8,8511.8,1702.36
1604,19.33,37,20,715.2099999999999,572.168,114.43360000000001
1605,186.49,46,0,8578.54,8578.54,1715.7080000000003
1606,114.35,48,0,5488.799999999999,5488.799999999999,1097.76
1607,411.16,35,20,14390.6,11512.480000000001,2302.4960000000005
1608,38.94,18,5,700.92,665.8739999999999,133.17479999999998
1609,332.69,14,20,4657.66,3726.128,745.2256000000001
1610,133.1,40,15,5324.0,4525.4,905.0799999999999
1611,401.6,18,30,7228.8,5060.16,1012.032
1612,307.27,5,5,1536.35,1459.5324999999998,291.9065
1613,317.77,40,5,12710.8,12075.259999999998,2415.0519999999997
1614,353.48,42,5,14846.16,14103.851999999999,2820.7704
1615,163.5,2,5,327.0,310.65,62.129999999999995
1616,470.93,44,5,20720.920000000002,19684.874,3936.9748
1617,288.76,31,30,8951.56,6266.092,1253.2184
1618,98.48,16,15,1575.68,1339.328,267.86560000000003
1619,394.06,28,10,11033.68,9930.312,1986.0624
1620,473.82,39,10,18478.98,16631.082,3326.2164
1621,194.53,17,5,3307.01,3141.6595,628.3319000000001
1622,415.2,48,30,19929.6,13950.719999999998,2790.144
1623,174.51,13,30,2268.63,1588.041,317.6082
1624,174.25,28,5,4879.0,4635.05,927.0100000000001
1625,457.19,4,0,1828.76,1828.76,365.752
1626,369.96,1,20,369.96,295.968,59.1936
1627,445.61,5,30,2228.05,1559.635,311.927
1628,249.14,22,15,5481.08,4658.918,931.7836
1629,212.16,18,30,3818.88,2673.216,534.6432
1630,408.29,8,5,3266.32,3103.004,620.6008
1631,238.23,23,5,5479.29,5205.3255,1041.0651
1632,424.1,44,20,18660.4,14928.320000000002,2985.6640000000007
1633,452.59,3,20,1357.77,1086.2160000000001,217.24320000000003
1634,440.01,18,20,7920.18,6336.144,1267.2288
1635,250.8,25,20,6270.0,5016.0,1003.2
1636,60.04,44,30,2641.7599999999998,1849.2319999999997,369.84639999999996
1637,378.85,5,0,1894.25,1894.25,378.85
1638,98.44,10,10,984.4,885.96,177.192
1639,132.59,42,0,5568.78,5568.78,1113.756
1640,212.6,34,10,7228.4,6505.5599999999995,1301.112
1641,209.73,12,0,2516.7599999999998,2516.7599999999998,503.352
1642,70.28,17,15,1194.76,1015.5459999999999,203.1092
1643,343.05,13,15,4459.650000000001,3790.7025000000003,758.1405000000001
1644,336.79,45,0,15155.550000000001,15155.550000000001,3031.1100000000006
1645,166.07,15,10,2491.0499999999997,2241.9449999999997,448.38899999999995
1646,113.83,13,10,1479.79,1331.811,266.3622
1647,89.69,36,15,3228.84,2744.514,548.9028000000001
1648,333.14,34,20,11326.76,9061.408000000001,1812.2816000000003
1649,84.06,47,30,3950.82,2765.574,553.1148000000001
1650,112.4,38,15,4271.2,3630.5199999999995,726.1039999999999
1651,377.87,21,20,7935.27,6348.216,1269.6432000000002
1652,323.92,22,5,7126.240000000001,6769.928000000001,1353.9856000000002
1653,405.01,13,0,5265.13,5265.13,1053.026
1654,93.26,39,5,3637.1400000000003,3455.2830000000004,691.0566000000001
1655,429.35,10,30,4293.5,3005.45,601.09
1656,77.47,16,30,1239.52,867.664,173.5328
1657,279.62,40,0,11184.8,11184.8,2236.96
1658,388.36,10,5,3883.6000000000004,3689.42,737.884
1659,259.52,34,0,8823.68,8823.68,1764.736
1660,339.32,42,20,14251.44,11401.152000000002,2280.2304000000004
1661,406.22,44,10,17873.68,16086.312,3217.2624
1662,227.02,1,0,227.02,227.02,45.404
1663,336.48,18,0,6056.64,6056.64,1211.3280000000002
1664,163.87,22,15,3605.1400000000003,3064.369,612.8738000000001
1665,46.52,14,5,651.2800000000001,618.716,123.7432
1666,379.1,47,15,17817.7,15145.045,3029.009
1667,157.51,29,0,4567.79,4567.79,913.558
1668,234.51,10,30,2345.1,1641.57,328.314
1669,393.65,5,10,1968.25,1771.425,354.285
1670,474.21,31,0,14700.51,14700.51,2940.1020000000003
1671,110.11,4,15,440.44,374.37399999999997,74.8748
1672,151.18,17,20,2570.06,2056.0480000000002,411.2096000000001
1673,267.52,30,15,8025.599999999999,6821.759999999999,1364.3519999999999
1674,294.28,30,30,8828.4,6179.879999999999,1235.9759999999999
1675,355.11,3,20,1065.33,852.264,170.45280000000002
1676,54.94,28,20,1538.32,1230.656,246.1312
1677,11.39,38,30,432.82000000000005,302.974,60.5948
1678,107.01,28,10,2996.28,2696.652,539.3304
1679,366.93,2,30,733.86,513.702,102.74040000000001
1680,71.46,25,0,1786.4999999999998,1786.4999999999998,357.29999999999995
1681,45.99,24,15,1103.76,938.1959999999999,187.6392
1682,236.49,23,10,5439.27,4895.343000000001,979.0686000000002
1683,89.07,20,30,1781.3999999999999,1246.9799999999998,249.39599999999996
1684,371.46,23,20,8543.58,6834.8640000000005,1366.9728000000002
1685,485.59,28,15,13596.519999999999,11557.041999999998,2311.4084
1686,104.94,30,10,3148.2,2833.38,566.676
1687,305.46,49,15,14967.539999999999,12722.409,2544.4818
1688,117.68,18,20,2118.2400000000002,1694.5920000000003,338.9184000000001
1689,430.92,22,0,9480.24,9480.24,1896.048
1690,10.72,20,0,214.4,214.4,42.88
1691,321.12,11,30,3532.32,2472.624,494.52479999999997
1692,95.98,3,20,287.94,230.352,46.07040000000001
1693,106.13,45,15,4775.849999999999,4059.4724999999994,811.8944999999999
1694,460.95,23,15,10601.85,9011.5725,1802.3145000000002
1695,166.92,18,30,3004.56,2103.192,420.63840000000005
1696,158.25,19,30,3006.75,2104.725,420.945
1697,487.14,13,20,6332.82,5066.256,1013.2512000000002
1698,284.44,18,15,5119.92,4351.932,870.3864
1699,268.24,36,5,9656.64,9173.807999999999,1834.7615999999998
1700,156.98,2,30,313.96,219.77199999999996,43.95439999999999
1701,9.29,36,0,334.43999999999994,334.43999999999994,66.88799999999999
1702,422.92,44,15,18608.48,15817.207999999999,3163.4416
1703,491.34,3,15,1474.02,1252.917,250.58339999999998
1704,183.3,49,15,8981.7,7634.445000000001,1526.8890000000001
1705,17.3,48,5,830.4000000000001,788.88,157.776
1706,402.44,32,15,12878.08,10946.368,2189.2736
1707,221.69,34,15,7537.46,6406.840999999999,1281.3682
1708,346.15,21,15,7269.15,6178.777499999999,1235.7555
1709,69.55,7,5,486.84999999999997,462.50749999999994,92.5015
1710,464.08,30,10,13922.4,12530.16,2506.032
1711,453.2,42,0,19034.399999999998,19034.399999999998,3806.8799999999997
1712,430.81,13,20,5600.53,4480.424,896.0848000000001
1713,183.64,35,20,6427.4,5141.92,1028.384
1714,135.83,47,15,6384.01,5426.4085000000005,1085.2817000000002
1715,338.94,50,15,16947.0,14404.949999999999,2880.99
1716,244.27,8,15,1954.16,1661.036,332.20720000000006
1717,203.97,29,5,5915.13,5619.3735,1123.8747
1718,390.08,36,5,14042.88,13340.735999999999,2668.1472
1719,34.56,3,30,103.68,72.576,14.5152
1720,258.16,41,30,10584.560000000001,7409.192,1481.8384
1721,45.45,3,5,136.35000000000002,129.53250000000003,25.90650000000001
1722,163.53,50,15,8176.5,6950.025,1390.005
1723,282.73,39,10,11026.470000000001,9923.823000000002,1984.7646000000004
1724,206.94,33,20,6829.0199999999995,5463.216,1092.6432000000002
1725,378.15,37,20,13991.55,11193.24,2238.648
1726,25.93,13,15,337.09,286.5265,57.3053
1727,223.77,26,5,5818.02,5527.119000000001,1105.4238000000003
1728,160.1,21,10,3362.1,3025.89,605.178
1729,237.7,39,20,9270.3,7416.24,1483.248
1730,241.5,18,0,4347.0,4347.0,869.4000000000001
1731,348.11,45,0,15664.95,15664.95,3132.9900000000002
1732,329.32,11,15,3622.52,3079.142,615.8284
1733,406.7,3,10,1220.1,1098.09,219.618
1734,219.5,27,15,5926.5,5037.525,1007.505
1735,470.66,16,20,7530.56,6024.448,1204.8896000000002
1736,457.96,23,5,10533.08,10006.426,2001.2852
1737,348.65,18,30,6275.7,4392.99,878.598
1738,378.28,45,30,17022.6,11915.819999999998,2383.1639999999998
1739,40.44,49,20,1981.56,1585.248,317.04960000000005
1740,391.47,37,5,14484.390000000001,13760.1705,2752.0341000000003
1741,92.43,18,5,1663.7400000000002,1580.553,316.11060000000003
1742,147.25,29,10,4270.25,3843.225,768.645
1743,262.23,44,30,11538.12,8076.684,1615.3368
1744,382.55,21,15,8033.55,6828.5175,1365.7035
1745,309.69,22,5,6813.18,6472.521,1294.5042
1746,15.28,40,20,611.1999999999999,488.96,97.792
1747,143.97,46,10,6622.62,5960.358,1192.0716
1748,385.68,3,20,1157.04,925.6320000000001,185.12640000000002
1749,321.55,31,30,9968.050000000001,6977.635,1395.527
1750,144.64,15,10,2169.6,1952.6399999999999,390.528
1751,437.58,34,0,14877.72,14877.72,2975.544
1752,472.12,44,10,20773.28,18695.952,3739.1904000000004
1753,229.25,20,15,4585.0,3897.25,779.45
1754,310.83,9,20,2797.47,2237.976,447.59520000000003
1755,289.2,2,10,578.4,520.56,104.112
1756,415.22,25,20,10380.5,8304.4,1660.88
1757,18.1,29,20,524.9000000000001,419.9200000000001,83.98400000000002
1758,173.85,15,30,2607.75,1825.425,365.08500000000004
1759,198.8,21,20,4174.8,3339.84,667.9680000000001
1760,24.52,37,10,907.24,816.5160000000001,163.30320000000003
1761,407.81,22,15,8971.82,7626.047,1525.2094
1762,376.46,16,5,6023.36,5722.191999999999,1144.4383999999998
1763,420.5,48,30,20184.0,14128.8,2825.76
1764,303.87,12,0,3646.44,3646.44,729.288
1765,143.61,15,30,2154.15,1507.905,301.581
1766,81.91,50,0,4095.5,4095.5,819.1
1767,398.18,22,10,8759.960000000001,7883.964000000001,1576.7928000000002
1768,230.09,26,0,5982.34,5982.34,1196.468
1769,114.56,22,30,2520.32,1764.224,352.8448
1770,17.49,13,15,227.36999999999998,193.26449999999997,38.652899999999995
1771,72.85,48,15,3496.7999999999997,2972.2799999999997,594.456
1772,164.98,35,30,5774.299999999999,4042.0099999999993,808.4019999999999
1773,260.45,43,0,11199.35,11199.35,2239.8700000000003
1774,250.97,10,15,2509.7,2133.245,426.649
1775,226.05,13,0,2938.65,2938.65,587.73
1776,309.85,32,10,9915.2,8923.68,1784.736
1777,420.94,5,20,2104.7,1683.76,336.752
1778,191.15,25,20,4778.75,3823.0,764.6
1779,243.66,28,15,6822.48,5799.107999999999,1159.8216
1780,248.54,20,15,4970.8,4225.18,845.0360000000001
1781,69.0,24,5,1656.0,1573.1999999999998,314.64
1782,206.16,42,5,8658.72,8225.784,1645.1568
1783,265.89,6,10,1595.34,1435.806,287.1612
1784,482.63,49,10,23648.87,21283.983,4256.796600000001
1785,204.42,50,20,10221.0,8176.8,1635.3600000000001
1786,388.98,22,30,8557.560000000001,5990.292,1198.0584000000001
1787,282.14,21,5,5924.94,5628.692999999999,1125.7386
1788,362.1,43,0,15570.300000000001,15570.300000000001,3114.0600000000004
1789,145.8,34,20,4957.200000000001,3965.7600000000007,793.1520000000002
1790,341.1,20,15,6822.0,5798.7,1159.74
1791,176.56,49,30,8651.44,6056.008,1211.2016
1792,215.41,41,30,8831.81,6182.266999999999,1236.4533999999999
1793,271.95,43,5,11693.85,11109.1575,2221.8315
1794,180.52,27,15,4874.04,4142.934,828.5868
1795,204.04,22,30,4488.88,3142.216,628.4432
1796,207.56,42,15,8717.52,7409.892,1481.9784
1797,124.04,25,15,3101.0,2635.85,527.17
1798,13.32,18,20,239.76,191.808,38.3616
1799,250.35,16,15,4005.6,3404.7599999999998,680.952
1800,489.47,40,0,19578.800000000003,19578.800000000003,3915.7600000000007
1801,360.84,39,5,14072.759999999998,13369.121999999998,2673.8243999999995
1802,481.35,6,30,2888.1000000000004,2021.67,404.33400000000006
1803,327.38,41,5,13422.58,12751.451,2550.2902
1804,250.42,30,5,7512.599999999999,7136.969999999999,1427.394
1805,274.97,20,5,5499.400000000001,5224.43,1044.8860000000002
1806,405.26,39,10,15805.14,14224.626,2844.9252
1807,380.92,12,5,4571.04,4342.487999999999,868.4975999999999
1808,277.53,11,20,3052.83,2442.264,488.4528
1809,257.85,36,10,9282.6,8354.34,1670.8680000000002
1810,182.58,31,15,5659.9800000000005,4810.983,962.1966000000001
1811,186.92,6,5,1121.52,1065.444,213.0888
1812,268.46,9,0,2416.14,2416.14,483.228
1813,311.76,19,20,5923.44,4738.7519999999995,947.7503999999999
1814,89.62,47,5,4212.14,4001.533,800.3066
1815,201.69,40,5,8067.6,7664.22,1532.844
1816,79.1,37,0,2926.7,2926.7,585.34
1817,18.82,35,0,658.7,658.7,131.74
1818,52.93,26,10,1376.18,1238.5620000000001,247.71240000000003
1819,409.73,24,5,9833.52,9341.844,1868.3688
1820,21.61,41,15,886.01,753.1084999999999,150.6217
1821,385.43,21,30,8094.03,5665.821,1133.1642
1822,188.49,33,30,6220.17,4354.119,870.8238
1823,271.32,23,5,6240.36,5928.342,1185.6684
1824,43.84,2,10,87.68,78.912,15.782400000000003
1825,385.05,29,5,11166.45,10608.1275,2121.6255
1826,269.05,9,20,2421.4500000000003,1937.1600000000003,387.4320000000001
1827,208.01,46,30,9568.46,6697.921999999999,1339.5843999999997
1828,299.84,11,30,3298.24,2308.7679999999996,461.75359999999995
1829,314.37,14,10,4401.18,3961.0620000000004,792.2124000000001
1830,9.19,24,5,220.56,209.53199999999998,41.9064
1831,39.92,2,10,79.84,71.85600000000001,14.371200000000002
1832,407.43,25,15,10185.75,8657.887499999999,1731.5774999999999
1833,312.02,3,30,936.06,655.242,131.0484
1834,453.18,14,0,6344.52,6344.52,1268.9040000000002
1835,262.31,27,30,7082.37,4957.659,991.5318
1836,186.89,28,15,5232.92,4447.982,889.5964
1837,237.96,39,5,9280.44,8816.418,1763.2836
1838,67.0,1,20,67.0,53.6,10.72
1839,201.72,17,15,3429.24,2914.854,582.9707999999999
1840,388.47,46,20,17869.620000000003,14295.696000000004,2859.139200000001
1841,42.92,13,10,557.96,502.16400000000004,100.43280000000001
1842,105.74,17,10,1797.58,1617.822,323.5644
1843,404.13,42,30,16973.46,11881.421999999999,2376.2844
1844,151.37,36,0,5449.32,5449.32,1089.864
1845,115.69,49,30,5668.8099999999995,3968.1669999999995,793.6333999999999
1846,454.02,30,20,13620.599999999999,10896.48,2179.296
1847,371.63,37,5,13750.31,13062.794499999998,2612.5589
1848,5.87,3,20,17.61,14.088000000000001,2.8176000000000005
1849,337.25,19,30,6407.75,4485.424999999999,897.0849999999999
1850,330.54,8,5,2644.32,2512.104,502.4208
1851,361.28,4,10,1445.12,1300.608,260.1216
1852,118.53,17,15,2015.01,1712.7585,342.5517
1853,489.87,49,10,24003.63,21603.267,4320.6534
1854,376.35,38,15,14301.300000000001,12156.105000000001,2431.2210000000005
1855,473.49,43,15,20360.07,17306.0595,3461.2119000000002
1856,371.63,26,15,9662.38,8213.023,1642.6046
1857,121.69,50,15,6084.5,5171.825,1034.365
1858,203.31,8,5,1626.48,1545.156,309.0312
1859,400.62,47,20,18829.14,15063.312,3012.6624
1860,277.87,10,10,2778.7,2500.83,500.166
1861,416.04,46,20,19137.84,15310.272,3062.0544000000004
1862,419.63,9,10,3776.67,3399.003,679.8006
1863,51.99,4,20,207.96,166.36800000000002,33.27360000000001
1864,207.41,45,10,9333.45,8400.105000000001,1680.0210000000004
1865,168.0,44,0,7392.0,7392.0,1478.4
1866,265.38,12,20,3184.56,2547.648,509.5296000000001
1867,333.37,32,0,10667.84,10667.84,2133.568
1868,384.58,17,20,6537.86,5230.2880000000005,1046.0576
1869,51.21,49,30,2509.29,1756.503,351.30060000000003
1870,293.12,36,0,10552.32,10552.32,2110.464
1871,363.17,4,10,1452.68,1307.412,261.48240000000004
1872,24.99,12,5,299.88,284.88599999999997,56.977199999999996
1873,217.74,48,10,10451.52,9406.368,1881.2736000000002
1874,153.15,36,30,5513.400000000001,3859.38,771.8760000000001
1875,219.51,23,0,5048.73,5048.73,1009.746
1876,433.75,18,30,7807.5,5465.25,1093.05
1877,164.82,9,5,1483.3799999999999,1409.2109999999998,281.8422
1878,192.7,14,10,2697.7999999999997,2428.02,485.60400000000004
1879,456.45,43,30,19627.35,13739.144999999999,2747.8289999999997
1880,340.5,3,10,1021.5,919.35,183.87
1881,168.55,29,0,4887.950000000001,4887.950000000001,977.5900000000001
1882,220.01,32,0,7040.32,7040.32,1408.064
1883,8.89,49,30,435.61,304.92699999999996,60.9854
1884,133.88,22,5,2945.3599999999997,2798.0919999999996,559.6184
1885,407.18,25,20,10179.5,8143.6,1628.7200000000003
1886,308.53,16,30,4936.48,3455.5359999999996,691.1071999999999
1887,242.84,33,15,8013.72,6811.662,1362.3324000000002
1888,390.02,33,0,12870.66,12870.66,2574.132
1889,263.94,43,0,11349.42,11349.42,2269.884
1890,69.73,20,5,1394.6000000000001,1324.8700000000001,264.97400000000005
1891,148.95,21,15,3127.95,2658.7574999999997,531.7515
1892,373.49,7,5,2614.4300000000003,2483.7085,496.74170000000004
1893,284.77,44,30,12529.88,8770.916,1754.1832
1894,314.11,47,15,14763.17,12548.6945,2509.7389000000003
1895,367.39,45,5,16532.55,15705.922499999999,3141.1845
1896,236.59,10,5,2365.9,2247.605,449.521
1897,357.75,27,0,9659.25,9659.25,1931.8500000000001
1898,464.77,38,10,17661.26,15895.133999999998,3179.0267999999996
1899,91.78,34,5,3120.52,2964.4939999999997,592.8987999999999
1900,127.75,8,5,1022.0,970.9,194.18
1901,18.72,35,10,655.1999999999999,589.68,117.93599999999999
1902,370.59,30,20,11117.699999999999,8894.16,1778.832
1903,335.04,7,20,2345.28,1876.2240000000002,375.24480000000005
1904,403.83,48,20,19383.84,15507.072,3101.4144
1905,109.37,46,20,5031.02,4024.8160000000007,804.9632000000001
1906,359.82,3,0,1079.46,1079.46,215.89200000000002
1907,344.51,18,5,6201.18,5891.121,1178.2242
1908,93.72,48,30,4498.5599999999995,3148.9919999999993,629.7983999999999
1909,314.71,39,0,12273.689999999999,12273.689999999999,2454.738
1910,300.81,7,20,2105.67,1684.536,336.90720000000005
1911,435.55,1,15,435.55,370.2175,74.0435
1912,444.61,1,20,444.61,355.68800000000005,71.1376
1913,111.53,13,5,1449.89,1377.3955,275.4791
1914,489.2,45,20,22014.0,17611.2,3522.2400000000002
1915,332.48,37,10,12301.76,11071.584,2214.3168
1916,129.31,20,20,2586.2,2068.96,413.79200000000003
1917,491.59,48,15,23596.32,20056.872,4011.3744
1918,456.49,30,5,13694.7,13009.965,2601.9930000000004
1919,455.13,10,10,4551.3,4096.17,819.234
1920,343.91,27,15,9285.570000000002,7892.734500000001,1578.5469000000003
1921,454.06,1,20,454.06,363.24800000000005,72.6496
1922,364.17,14,10,5098.38,4588.542,917.7084000000001
1923,271.43,41,0,11128.630000000001,11128.630000000001,2225.726
1924,180.63,25,30,4515.75,3161.0249999999996,632.2049999999999
1925,392.64,39,15,15312.96,13016.016,2603.2032
1926,199.94,18,5,3598.92,3418.9739999999997,683.7948
1927,257.03,33,0,8481.99,8481.99,1696.3980000000001
1928,246.3,41,10,10098.300000000001,9088.470000000001,1817.6940000000004
1929,283.39,46,5,13035.939999999999,12384.142999999998,2476.8286
1930,154.22,18,30,2775.96,1943.1719999999998,388.63439999999997
1931,301.98,37,10,11173.26,10055.934000000001,2011.1868000000004
1932,76.09,35,0,2663.15,2663.15,532.63
1933,197.65,23,15,4545.95,3864.0575,772.8115
1934,121.99,12,15,1463.8799999999999,1244.2979999999998,248.85959999999997
1935,196.89,33,20,6497.37,5197.896000000001,1039.5792000000001
1936,271.94,30,5,8158.2,7750.289999999999,1550.058
1937,42.88,28,0,1200.64,1200.64,240.12800000000004
1938,311.08,49,5,15242.92,14480.774,2896.1548000000003
1939,479.01,29,10,13891.289999999999,12502.161,2500.4322
1940,216.8,26,30,5636.8,3945.7599999999998,789.152
1941,126.47,19,10,2402.93,2162.6369999999997,432.52739999999994
1942,447.34,17,20,7604.78,6083.8240000000005,1216.7648000000002
1943,218.68,15,0,3280.2000000000003,3280.2000000000003,656.0400000000001
1944,352.59,41,20,14456.189999999999,11564.952,2312.9904
1945,115.31,29,5,3343.9900000000002,3176.7905,635.3581
1946,63.93,49,5,3132.57,2975.9415,595.1883
1947,468.84,3,20,1406.52,1125.2160000000001,225.04320000000004
1948,256.83,27,15,6934.41,5894.2485,1178.8497
1949,130.16,25,15,3254.0,2765.9,553.1800000000001
1950,40.33,21,30,846.93,592.8509999999999,118.57019999999999
